id,name,neighbourhood,latitude,longitude,host_id,host_name,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,ratings,bedrooms,beds,baths
53283347,Rental unit in Toshima City,Toshima Ku,35.73469,139.7352,431372259,ゆみ,Entire home/apt,6375,2,14,0.83,222,4.57,1.0,2.0,1.0
53283504,Rental unit in Toshima City,Toshima Ku,35.73296,139.73539,431372259,ゆみ,Entire home/apt,6231,2,4,0.22,223,5.0,1.0,1.0,1.0
53283567,Rental unit in Toshima City,Toshima Ku,35.7346,139.73603,431372259,ゆみ,Entire home/apt,6375,2,18,0.96,207,4.83,1.0,2.0,1.0
53283601,Home in Sumida City,Sumida Ku,35.71752,139.82522,431058563,PaPa,Entire home/apt,27143,1,28,1.48,138,4.75,3.0,5.0,2.0
53178239,Hostel in Nakano City,Nakano Ku,35.68936,139.67616,110379659,Wang,Private room,10013,1,5,0.32,79,4.4,1.0,1.0,5.0
53178408,Hostel in Nakano City,Nakano Ku,35.68936,139.6746,110379659,Wang,Private room,9370,1,60,3.12,81,4.63,1.0,1.0,5.0
53283705,Rental unit in Toshima City,Toshima Ku,35.73247,139.73533,431372259,ゆみ,Private room,6314,2,13,0.7,234,4.69,1.0,2.0,1.0
53178626,Hostel in Nakano City,Nakano Ku,35.68954,139.67656,110379659,Wang,Private room,9370,1,5,0.27,81,4.8,1.0,1.0,5.0
53283757,Rental unit in Toshima City,Toshima Ku,35.73453,139.73593,431372259,ゆみ,Entire home/apt,6314,2,17,0.93,231,4.59,1.0,1.0,1.0
53283810,Rental unit in Toshima City,Toshima Ku,35.7343,139.73681,431372259,ゆみ,Entire home/apt,6314,2,25,1.36,236,4.72,1.0,1.0,1.0
53283905,Rental unit in Toshima City,Toshima Ku,35.73329,139.73744,431372259,ゆみ,Entire home/apt,6314,2,25,1.37,238,4.8,1.0,1.0,1.0
53283947,Rental unit in Toshima City,Toshima Ku,35.73438,139.73667,431372259,ゆみ,Private room,6314,2,19,2.35,246,4.89,1.0,1.0,1.0
53178729,Hostel in Nakano City,Nakano Ku,35.68919,139.67643,110379659,Wang,Private room,9370,1,3,0.26,81,3.67,1.0,1.0,5.0
53284053,Rental unit in Toshima City,Toshima Ku,35.73451,139.73681,431372259,ゆみ,Entire home/apt,6314,2,24,1.27,235,4.58,1.0,1.0,1.0
53183174,Serviced apartment in Ota City,Ota Ku,35.55864,139.72182,184428313,Daisuke,Entire home/apt,10857,2,76,3.94,60,4.92,1.0,2.0,1.0
53284133,Rental unit in Toshima City,Toshima Ku,35.73255,139.73603,431372259,ゆみ,Private room,6314,2,14,1.66,242,4.64,1.0,1.0,1.0
53183687,Serviced apartment in Ota City,Ota Ku,35.55746,139.72217,184428313,Daisuke,Entire home/apt,10857,2,42,2.37,109,4.95,1.0,2.0,1.0
53183955,Serviced apartment in Ota City,Ota Ku,35.55864,139.72056,184428313,Daisuke,Entire home/apt,12000,2,48,2.72,109,4.96,1.0,2.0,1.0
53184285,Serviced apartment in Ota City,Ota Ku,35.55866,139.7223,184428313,Daisuke,Entire home/apt,12000,2,48,2.8,85,5.0,1.0,2.0,1.0
53300781,Rental unit in Adachi City,Katsushika Ku,35.7627,139.8362,425422897,Prism Court 綾瀬,Entire home/apt,14000,2,15,1.18,187,4.27,2.0,2.0,1.0
53184476,Serviced apartment in Ota City,Ota Ku,35.5588,139.7203,184428313,Daisuke,Entire home/apt,12000,2,58,3.02,79,4.97,1.0,2.0,1.0
53184591,Serviced apartment in Ota City,Ota Ku,35.55867,139.72197,184428313,Daisuke,Entire home/apt,12000,2,41,2.3,59,4.93,1.0,2.0,1.0
53337881,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,10929,1,24,1.74,336,4.63,1.0,1.0,1.0
53184683,Serviced apartment in Ota City,Ota Ku,35.55911,139.72072,184428313,Daisuke,Entire home/apt,10429,2,26,1.4,80,4.81,1.0,2.0,1.0
53190069,Rental unit in Shinjuku City,Shinjuku Ku,35.70176,139.70472,250233906,Zenia,Entire home/apt,12571,1,19,1.03,52,4.58,1.0,2.0,1.0
53348287,Rental unit in Shibuya City,Shibuya Ku,35.66174,139.69439,237314820,Samurai,Entire home/apt,29714,1,23,1.19,38,4.43,1.0,2.0,1.0
53221869,Home in Toshima City,Toshima Ku,35.73671,139.7053,435389881,R,Entire home/apt,14029,2,50,2.59,70,4.66,3.0,4.0,1.0
53366186,Rental unit in Minato City,Minato Ku,35.67387,139.7381,198552582,Masa,Entire home/apt,11714,2,27,1.46,195,4.52,1.0,3.0,1.0
53366261,Rental unit in Minato City,Minato Ku,35.67503,139.73633,198552582,Masa,Entire home/apt,9800,2,21,1.1,204,4.71,1.0,2.0,1.0
53366973,Rental unit in Shinjuku City,Shinjuku Ku,35.69674,139.69025,151510730,Chan,Entire home/apt,15143,2,22,1.29,69,5.0,1.0,1.0,1.0
53387802,Rental unit in Minato City,Minato Ku,35.67514,139.7367,198552582,Masa,Entire home/apt,9800,2,16,0.88,120,4.75,1.0,1.0,1.0
53501594,Hostel in Taito City,Taito Ku,35.69898472956634,139.78757935654366,427311469,Island,Shared room,4000,1,20,3.51,346,4.8,1.0,12.0,6.0
53387940,Rental unit in Minato City,Minato Ku,35.67499,139.7377,198552582,Masa,Entire home/apt,10057,2,27,1.41,215,4.63,1.0,2.0,1.0
53387972,Rental unit in Minato City,Minato Ku,35.6731,139.73604,198552582,Masa,Entire home/apt,9814,2,30,1.64,5,4.8,1.0,1.0,1.0
53517514,Rental unit in Sumida City,Sumida Ku,35.71119,139.81628,433362004,Stayme,Entire home/apt,8986,2,20,1.35,213,4.75,1.0,2.0,1.0
53403310,Hotel in Chiyoda City,Chiyoda Ku,35.69663,139.75549,432097689,Book Hotel,Private room,12343,1,7,0.41,267,4.86,1.0,2.0,1.0
53517643,Rental unit in Sumida City,Sumida Ku,35.70985,139.81424,433362004,Stayme,Entire home/apt,8986,2,20,1.2,236,4.75,1.0,1.0,1.0
53405037,Hotel in Chiyoda City,Chiyoda Ku,35.69544,139.7573,432097689,Book Hotel,Private room,12171,1,9,0.49,262,4.67,1.0,2.0,1.0
53405564,Hotel in Chiyoda City,Chiyoda Ku,35.69623,139.7574,432097689,Book Hotel,Private room,13457,1,9,0.49,268,4.22,1.0,1.0,1.0
53517732,Rental unit in Sumida City,Sumida Ku,35.71114,139.81427,433362004,Stayme,Entire home/apt,11900,2,25,1.51,218,4.92,1.0,2.0,1.0
53517793,Rental unit in Sumida City,Sumida Ku,35.70961,139.81625,433362004,Stayme,Entire home/apt,8913,2,8,0.96,249,5.0,1.0,1.0,1.0
53405694,Hotel in Chiyoda City,Chiyoda Ku,35.6952,139.75569,432097689,Book Hotel,Private room,18600,1,4,1.09,96,5.0,1.0,2.0,1.0
53517842,Rental unit in Sumida City,Sumida Ku,35.71122,139.81414,433362004,Stayme,Entire home/apt,8913,2,16,1.69,249,4.88,1.0,1.0,1.0
53420555,Home in Nakano City,Nakano Ku,35.692,139.6773,56653460,Taku,Private room,4900,14,7,0.38,64,4.14,1.0,1.0,1.0
53518066,Rental unit in Sumida City,Sumida Ku,35.71175,139.81468,433362004,Stayme,Entire home/apt,9156,2,6,0.98,253,4.33,1.0,2.0,1.0
53518111,Rental unit in Sumida City,Sumida Ku,35.71178,139.81562,433362004,Stayme,Entire home/apt,11900,2,20,1.12,234,4.65,1.0,2.0,1.0
53421894,Aparthotel in Taito City,Taito Ku,35.7103,139.792236,425423288,PRISM Inn Asakusa,Entire home/apt,24114,2,24,1.71,140,4.63,1.0,5.0,1.0
53518169,Rental unit in Sumida City,Sumida Ku,35.71179,139.81458,433362004,Stayme,Entire home/apt,8913,2,12,0.66,257,4.33,1.0,1.0,1.0
53518219,Rental unit in Sumida City,Sumida Ku,35.70993,139.81472,433362004,Stayme,Entire home/apt,8913,2,32,1.79,230,4.78,1.0,1.0,1.0
53518260,Rental unit in Sumida City,Sumida Ku,35.71159,139.81622,433362004,Stayme,Entire home/apt,9265,2,10,0.57,239,4.6,1.0,2.0,1.0
53518321,Rental unit in Sumida City,Sumida Ku,35.71163,139.81596,433362004,Stayme,Entire home/apt,12009,2,7,0.53,231,5.0,1.0,2.0,1.0
53518358,Rental unit in Sumida City,Sumida Ku,35.71131,139.81607,433362004,Stayme,Entire home/apt,8913,2,27,3.39,241,4.81,1.0,1.0,1.0
53518438,Rental unit in Sumida City,Sumida Ku,35.70997,139.81647,433362004,Stayme,Entire home/apt,8913,2,14,0.87,253,4.71,1.0,1.0,1.0
53430455,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,16107,1,15,0.99,336,4.47,1.0,1.0,1.0
53431972,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,16107,1,3,0.25,336,4.67,1.0,1.0,1.0
53518471,Rental unit in Sumida City,Sumida Ku,35.70955,139.81484,433362004,Stayme,Entire home/apt,8913,2,4,0.23,234,4.75,1.0,2.0,1.0
53518513,Rental unit in Sumida City,Sumida Ku,35.7097,139.81488,433362004,Stayme,Entire home/apt,12009,2,21,1.38,226,4.62,1.0,2.0,1.0
53432838,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,10929,1,7,0.5,336,4.57,1.0,1.0,1.0
53518578,Rental unit in Sumida City,Sumida Ku,35.71045,139.81622,433362004,Stayme,Entire home/apt,8670,2,26,1.49,253,4.54,1.0,1.0,1.0
53433130,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,10929,1,3,0.56,336,4.0,1.0,1.0,1.0
53518613,Rental unit in Sumida City,Sumida Ku,35.71131,139.81607,433362004,Stayme,Entire home/apt,9617,2,4,0.58,239,5.0,1.0,2.0,1.0
53433248,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,10929,1,14,0.99,336,4.29,1.0,1.0,1.0
53433611,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,11714,1,17,0.93,336,4.82,1.0,2.0,1.0
53518730,Rental unit in Sumida City,Sumida Ku,35.71164,139.81463,433362004,Stayme,Entire home/apt,12009,2,12,0.85,205,4.83,1.0,2.0,1.0
53518765,Rental unit in Sumida City,Sumida Ku,35.7102,139.81621,433362004,Stayme,Entire home/apt,8670,2,16,1.83,255,4.69,1.0,1.0,1.0
53518850,Rental unit in Sumida City,Sumida Ku,35.71149,139.81632,433362004,Stayme,Entire home/apt,8913,2,13,0.79,250,4.46,1.0,1.0,1.0
53433801,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,10714,1,17,0.92,336,4.24,1.0,2.0,1.0
53518878,Rental unit in Sumida City,Sumida Ku,35.7119,139.81589,433362004,Stayme,Entire home/apt,9641,2,9,0.55,252,4.78,1.0,2.0,1.0
53433875,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,11714,1,11,1.4,336,4.55,1.0,2.0,1.0
53518902,Rental unit in Sumida City,Sumida Ku,35.70988,139.81598,433362004,Stayme,Entire home/apt,11900,2,23,1.29,232,4.74,1.0,2.0,1.0
53433887,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,10929,1,8,1.33,336,4.38,1.0,1.0,1.0
53518923,Rental unit in Sumida City,Sumida Ku,35.71014,139.8141,433362004,Stayme,Entire home/apt,8986,2,9,0.51,244,4.56,1.0,1.0,1.0
53518956,Rental unit in Sumida City,Sumida Ku,35.70961,139.81572,433362004,Stayme,Entire home/apt,8913,2,17,0.96,245,4.76,1.0,1.0,1.0
53518979,Rental unit in Sumida City,Sumida Ku,35.7102,139.81442,433362004,Stayme,Entire home/apt,9811,2,9,0.61,242,4.89,1.0,2.0,1.0
53519000,Rental unit in Sumida City,Sumida Ku,35.71106,139.81627,433362004,Stayme,Entire home/apt,12009,2,13,0.8,231,4.62,1.0,2.0,1.0
53436728,Rental unit in Shinjuku City,Shinjuku Ku,35.71224,139.69571,214640453,Hanako,Entire home/apt,9152,2,11,0.65,83,4.91,1.0,1.0,1.0
53519021,Rental unit in Sumida City,Sumida Ku,35.7119,139.81606,433362004,Stayme,Entire home/apt,8913,2,6,0.36,244,4.67,1.0,1.0,1.0
53436818,Hotel in Taito City,Taito Ku,35.717071,139.802087,325083334,Cob Hotel Asakusa,Private room,11714,1,16,2.03,336,4.88,1.0,2.0,1.0
53519043,Rental unit in Sumida City,Sumida Ku,35.71155,139.81622,433362004,Stayme,Entire home/apt,11900,2,27,1.66,201,4.81,1.0,2.0,1.0
53519107,Rental unit in Sumida City,Sumida Ku,35.71008,139.81461,433362004,Stayme,Entire home/apt,12009,2,19,1.08,222,4.89,1.0,2.0,1.0
53436852,Hotel in Taito City,Taito Ku,35.717071,139.802086,325083334,Cob Hotel Asakusa,Private room,7143,1,10,1.27,336,4.8,1.0,3.0,1.0
53519179,Rental unit in Sumida City,Sumida Ku,35.71128,139.81633,433362004,Stayme,Entire home/apt,8913,2,20,1.15,252,4.7,1.0,1.0,1.0
53519304,Rental unit in Sumida City,Sumida Ku,35.70967,139.81621,433362004,Stayme,Entire home/apt,12009,2,35,1.94,214,4.91,1.0,2.0,1.0
53448642,Home in Suginami City,Suginami Ku,35.702175,139.647949,111173491,Jerry,Entire home/apt,50714,3,55,2.96,32,4.93,4.0,10.0,2.0
53519904,Rental unit in Sumida City,Sumida Ku,35.69124,139.79719,428038217,Stayme,Entire home/apt,7444,2,7,0.43,226,4.71,1.0,1.0,1.0
53535339,Serviced apartment in Sumida City,Sumida Ku,35.72007,139.81575,274146505,Kusakabe,Entire home/apt,14551,1,26,1.41,68,4.42,1.0,4.0,1.0
53466624,Rental unit in Suginami-Ku,Suginami Ku,35.671823218574765,139.65502573398646,432956453,Stayme,Entire home/apt,8757,2,17,0.99,233,4.65,1.0,1.0,1.0
53535653,Guest suite in Ota City,Ota Ku,35.55436,139.72718,100665480,Eika,Entire home/apt,9500,1,63,3.45,45,4.84,2.0,2.0,1.0
53535705,Rental unit in Shinjuku City,Shinjuku Ku,35.69682,139.70569,131286681,Ria,Entire home/apt,12123,2,13,0.79,89,4.62,1.0,1.0,1.0
53467034,Home in Shinjuku City,Shinjuku Ku,35.69829,139.72049,294322772,鈴木,Entire home/apt,12000,30,3,1.58,104,5.0,1.0,2.0,1.0
53562840,Guest suite in Ota City,Ota Ku,35.55518,139.72777,100665480,Eika,Entire home/apt,12000,1,49,2.62,84,4.92,2.0,2.0,1.0
53564945,Home in Ota City,Ota Ku,35.55537,139.72538,100665480,Eika,Entire home/apt,19414,1,20,1.05,34,4.85,4.0,4.0,2.0
53600810,Rental unit in Toshima City,Toshima Ku,35.73322,139.70006,138959233,Qi,Entire home/apt,10314,2,17,0.96,175,4.82,1.0,1.0,1.0
53601002,Rental unit in Toshima City,Toshima Ku,35.73315,139.70065,138959233,Qi,Entire home/apt,13929,2,25,1.57,100,4.96,2.0,3.0,1.0
53632987,Rental unit in Minato City,Minato Ku,35.65803,139.75718,337375607,株式会社,Private room,30000,1,29,1.57,20,4.69,1.0,2.0,1.0
53468109,Hotel in Tokyo,Taito Ku,35.727375,139.788773,425423543,Kyu Kyu ﾎﾃﾙ,Private room,21600,2,14,0.99,133,4.64,1.0,3.0,1.0
53634259,Rental unit in Ota City,Ota Ku,35.56402587890625,139.73239135742188,425423109,PRISM Inn Kamata,Entire home/apt,19600,2,23,1.64,202,4.74,2.0,6.0,1.0
53634262,Rental unit in Ota City,Ota Ku,35.56402587890625,139.73239135742188,425423109,PRISM Inn Kamata,Entire home/apt,13800,2,8,0.57,158,4.88,1.0,3.0,1.0
53635590,Rental unit in Minato City,Minato Ku,35.65997,139.75717,337375607,株式会社,Private room,26409,1,29,1.58,8,4.86,1.0,2.0,1.0
53468463,Hotel in Taito City,Taito Ku,35.72746963906881,139.78867884660545,425423543,Kyu Kyu ﾎﾃﾙ,Private room,21600,2,5,0.43,167,4.2,1.0,3.0,1.0
53635818,Rental unit in Minato City,Minato Ku,35.65939,139.75697,337375607,株式会社,Private room,32436,1,16,0.86,34,4.88,1.0,2.0,1.0
53636010,Rental unit in Minato City,Minato Ku,35.65997,139.75567,337375607,株式会社,Private room,32721,1,19,1.03,2,4.79,1.0,2.0,1.0
53639201,Rental unit in Shinjuku City,Shinjuku Ku,35.701344,139.70842,93102291,Mary,Entire home/apt,36793,1,51,2.83,16,4.9,3.0,4.0,1.0
53693874,Home in Taito City,Taito Ku,35.72571,139.786,305034163,Oliver,Entire home/apt,90000,2,16,0.86,292,4.81,3.0,3.0,1.0
53468659,Hotel in Tokyo,Taito Ku,35.727375,139.788773,425423543,Kyu Kyu ﾎﾃﾙ,Private room,19200,2,4,0.45,196,4.5,1.0,2.0,1.0
53695394,Condo in Toshima City,Toshima Ku,35.73329,139.70138,214640453,Hanako,Entire home/apt,8154,2,19,1.1,96,4.84,1.0,2.0,1.0
53852374,Rental unit in Kita City,Kita Ku,35.74793,139.74589,253559407,Eri,Entire home/apt,12886,1,18,1.08,111,4.11,1.0,3.0,1.0
53709490,Boutique hotel in Taito City,Taito Ku,35.71117,139.79522,94302731,Ken'S Place,Private room,27071,1,42,2.95,253,4.95,1.0,2.0,1.0
53852417,Rental unit in Kita City,Kita Ku,35.74837,139.7445,253559407,Eri,Entire home/apt,11471,1,5,0.31,130,3.6,1.0,2.0,1.0
53709646,Boutique hotel in Taito City,Taito Ku,35.71292,139.79515,94302731,Ken'S Place,Private room,26143,1,53,2.88,254,4.87,1.0,2.0,1.0
53853700,Rental unit in Ota City,Ota Ku,35.56226,139.70746,152645240,Minorasu,Entire home/apt,15714,3,5,2.34,44,4.2,1.0,2.0,1.0
53869278,Hostel in Koganei,Koganei Shi,35.6993,139.5065,433395359,Wild Cherry Blossom -HOSTEL,Private room,5500,1,61,4.77,176,4.87,1.0,1.0,1.0
53709807,Boutique hotel in Taito City,Taito Ku,35.71303,139.79518,94302731,Ken'S Place,Private room,23143,1,18,1.11,223,4.89,1.0,1.0,1.0
53870152,Hostel in Koganei,Koganei Shi,35.69893,139.5087,433395359,Wild Cherry Blossom -HOSTEL,Private room,5500,1,48,4.32,174,4.88,1.0,1.0,1.0
53710828,Rental unit in Minato City,Minato Ku,35.66273,139.7355,338837535,Jardin,Entire home/apt,13000,19,6,0.33,213,3.67,2.0,3.0,1.0
53724323,Rental unit in Sumida City,Sumida Ku,35.69459,139.81214,31147720,Tokyo Gk,Private room,3495,1,17,0.93,36,4.29,1.0,1.0,1.0
53725406,Serviced apartment in Taito City,Taito Ku,35.714798,139.786835,432278413,Momiji,Entire home/apt,9000,1,30,1.87,62,4.63,1.0,2.0,1.0
53887474,Home in Fuchu,Fuchu Shi,35.67991,139.47987,99793347,Kana&Luis,Private room,4750,1,19,1.16,48,4.95,1.0,2.0,1.0
53726181,Place to stay in Itabashi City,Itabashi Ku,35.77418,139.68976,60672245,龍也,Entire home/apt,4900,5,7,0.69,29,5.0,1.0,2.0,1.0
53752738,Place to stay in Itabashi City,Itabashi Ku,35.77373,139.69166,60672245,龍也,Entire home/apt,5115,5,17,0.93,132,4.88,1.0,1.0,1.0
53895725,Rental unit in Katsushika City,Katsushika Ku,35.749168,139.858414,129096261,Chisaki,Entire home/apt,10749,2,38,2.22,194,4.92,1.0,2.0,1.0
53907593,Rental unit in Ota City,Ota Ku,35.56113,139.70943,152645240,Minorasu,Entire home/apt,15429,3,6,0.53,55,4.67,1.0,3.0,1.0
53910269,Home in Sumida City,Sumida Ku,35.71389,139.81088,436720518,ぷふか,Entire home/apt,42286,2,72,3.97,126,4.71,3.0,5.0,1.0
53759260,Hotel in 台東区,Taito Ku,35.72065,139.78868,375928519,西沢,Private room,31429,1,19,1.22,177,5.0,1.0,2.0,1.0
53912011,Rental unit in Shibuya City,Shibuya Ku,35.6775,139.676,434871110,雅,Entire home/apt,10250,1,33,2.06,50,4.55,1.0,1.0,1.0
53761247,Rental unit in Shinjuku City,Shinjuku Ku,35.69018,139.68538,12294610,Koichi,Entire home/apt,15000,2,41,2.2,223,4.95,1.0,1.0,1.0
53935026,Rental unit in Ota City,Ota Ku,35.57835,139.71664,247326938,Pqd,Entire home/apt,10726,1,9,0.53,64,4.22,1.0,2.0,1.0
53935639,Rental unit in Ota City,Ota Ku,35.57816,139.717,247326938,Pqd,Entire home/apt,10726,1,9,0.54,44,4.44,1.0,4.0,1.0
53936653,Rental unit in Ota City,Ota Ku,35.57905,139.71712,247326938,Pqd,Entire home/apt,10726,1,9,0.57,52,4.44,1.0,2.0,1.0
53937480,Rental unit in Ota City,Ota Ku,35.57803,139.71698,247326938,Pqd,Entire home/apt,10726,1,9,0.59,46,4.11,1.0,2.0,1.0
53787617,Rental unit in Ota City,Ota Ku,35.56107,139.70906,152645240,Minorasu,Entire home/apt,15429,3,14,2.06,57,4.86,1.0,2.0,1.0
53788328,Rental unit in Ota City,Ota Ku,35.56259,139.70938,152645240,Minorasu,Entire home/apt,11714,3,11,1.46,78,4.73,1.0,1.0,1.0
53946735,Home in Sumida City,Sumida Ku,35.70849,139.80008,247326938,Pqd,Entire home/apt,7857,1,9,0.63,36,4.44,1.0,1.0,1.0
53947294,Home in Sumida City,Taito Ku,35.70902,139.79838,247326938,Pqd,Entire home/apt,31714,1,34,1.92,71,4.47,2.0,4.0,1.0
53954052,Rental unit in Koto City,Koto Ku,35.68833,139.80033,247326938,Pqd,Entire home/apt,9229,1,11,0.79,43,4.55,1.0,2.0,1.0
53800022,Rental unit in Ota City,Ota Ku,35.56199645996094,139.70852661132812,152645240,Minorasu,Entire home/apt,11714,3,14,0.78,88,5.0,1.0,1.0,1.0
53957920,Home in Sumida City,Sumida Ku,35.70913,139.79956,247326938,Pqd,Entire home/apt,21571,1,22,1.42,88,4.55,2.0,3.0,1.0
53805370,Rental unit in Shinjuku City,Shinjuku Ku,35.70185,139.69579,74535093,Miho,Entire home/apt,21514,1,6,0.33,273,5.0,1.0,2.0,1.0
53961308,Rental unit in Toshima City,Toshima Ku,35.72964859008789,139.72459411621094,437124841,Higashi Ikebukuro,Entire home/apt,12000,2,42,2.43,289,4.67,1.0,2.0,1.0
53816609,Rental unit in Chiyoda City,Chiyoda Ku,35.6929,139.7725,73463626,Feng,Entire home/apt,26679,1,3,0.85,177,4.33,1.0,1.0,1.0
53841798,Rental unit in Shinjuku City,Shinjuku Ku,35.70313,139.69742,74535093,Miho,Entire home/apt,18800,1,3,0.46,306,5.0,1.0,2.0,1.0
53973314,Rental unit in Sumida City,Sumida Ku,35.70774,139.79967,247326938,Pqd,Entire home/apt,12714,1,39,2.3,84,4.26,1.0,2.0,1.0
53973404,Rental unit in Sumida City,Sumida Ku,35.7078,139.79879,247326938,Pqd,Entire home/apt,11429,1,26,1.53,47,3.85,1.0,2.0,1.0
53852057,Rental unit in Kita City,Kita Ku,35.7483,139.746,253559407,Eri,Entire home/apt,11314,1,10,0.65,180,4.5,1.0,2.0,1.0
53973458,Hotel in Setagaya City,Setagaya Ku,35.66533,139.67213,436988933,Mustard Hotel Shimokitazawa,Private room,19714,1,5,0.63,259,4.4,1.0,1.0,1.0
53852269,Rental unit in Kita City,Kita Ku,35.74837,139.74613,253559407,Eri,Entire home/apt,12414,1,17,1.0,114,4.41,1.0,2.0,1.0
54116502,Rental unit in Toshima City,Toshima Ku,35.73846,139.71531,215606612,Pqd,Entire home/apt,17886,1,86,4.81,130,4.73,1.0,2.0,1.0
53974730,Rental unit in Koto City,Koto Ku,35.69405,139.8255,213268738,亀戸,Entire home/apt,8783,1,30,1.78,117,4.8,1.0,2.0,1.0
54120885,Rental unit in Sumida City,Sumida Ku,35.70701,139.79813,247326938,Pqd,Entire home/apt,11857,1,13,0.88,52,4.0,1.0,1.0,1.0
54121921,Rental unit in Sumida City,Sumida Ku,35.70737,139.79998,247326938,Pqd,Entire home/apt,7286,1,13,0.84,47,4.23,1.0,1.0,1.0
54133535,Rental unit in Toshima City,Toshima Ku,35.72964859008789,139.72459411621094,437124841,Higashi Ikebukuro,Entire home/apt,12714,2,72,4.19,171,4.74,1.0,2.0,1.0
54133538,Rental unit in Toshima City,Toshima Ku,35.73977,139.71446,215606612,Pqd,Entire home/apt,16057,1,90,5.08,151,4.79,1.0,2.0,1.0
54133740,Rental unit in Toshima City,Toshima Ku,35.72964859008789,139.72459411621094,437124841,Higashi Ikebukuro,Entire home/apt,13000,2,49,2.92,216,4.67,1.0,2.0,1.0
54133743,Rental unit in Toshima City,Toshima Ku,35.73864,139.71457,215606612,Pqd,Entire home/apt,23171,1,56,3.12,134,4.63,1.0,1.0,1.0
54133913,Rental unit in Toshima City,Toshima Ku,35.72964859008789,139.72459411621094,437124841,Higashi Ikebukuro,Entire home/apt,13000,2,40,2.38,261,4.6,1.0,2.0,1.0
54133990,Rental unit in Toshima City,Toshima Ku,35.72964859008789,139.72459411621094,437124841,Higashi Ikebukuro,Entire home/apt,12571,2,50,2.92,222,4.74,1.0,2.0,1.0
53975285,Rental unit in Koto City,Koto Ku,35.6941,139.82573,213268738,亀戸,Entire home/apt,8823,1,69,3.79,93,4.81,1.0,2.0,1.0
54150190,Rental unit in Toshima City,Toshima Ku,35.73512,139.70487,321180412,Ostay-Yamato,Entire home/apt,13200,1,3,0.19,353,5.0,1.0,2.0,1.0
53975652,Rental unit in Koto City,Koto Ku,35.69553,139.82714,213268738,亀戸,Entire home/apt,9611,1,41,2.34,148,4.83,1.0,2.0,1.0
54150205,Rental unit in Shibuya City,Shibuya Ku,35.6575,139.70796,92721377,Ryoko,Entire home/apt,8771,30,3,0.23,198,4.67,1.0,2.0,1.0
53975823,Rental unit in Koto City,Koto Ku,35.69399,139.82687,213268738,亀戸,Entire home/apt,8926,1,31,2.27,129,4.77,1.0,2.0,1.0
53977613,Rental unit in Shinjuku City,Shinjuku Ku,35.70269,139.6955,74535093,Miho,Entire home/apt,27800,1,3,0.18,278,4.33,1.0,4.0,1.0
54164920,Hotel in Chuo City,Chuo Ku,35.672073,139.772858,439138927,Comfybed,Private room,8264,1,177,10.15,349,4.69,1.0,1.0,1.0
53982222,Rental unit in Taito City,Taito Ku,35.70855,139.79457,247326938,Pqd,Entire home/apt,43514,1,19,1.12,63,4.58,1.0,4.0,1.0
54166256,Hotel in Chuo City,Chuo Ku,35.672073,139.772858,439138927,Comfybed,Private room,10186,1,455,26.1,355,4.44,1.0,1.0,1.0
54166361,Hotel in Chuo City,Chuo Ku,35.672073,139.772858,439138927,Comfybed,Private room,8264,1,410,23.3,356,4.61,1.0,1.0,1.0
53982416,Rental unit in Taito City,Taito Ku,35.7107,139.79297,247326938,Pqd,Entire home/apt,43514,1,12,0.85,83,4.42,1.0,4.0,1.0
54007118,Rental unit in Koto City,Koto Ku,35.69393,139.82651,213268738,亀戸,Entire home/apt,9040,1,51,2.96,141,4.76,1.0,1.0,1.0
54167241,Rental unit in Sumida City,Sumida Ku,35.70808,139.8056,429330346,Stayme,Entire home/apt,20813,2,17,1.36,218,4.65,3.0,3.0,1.0
54171340,Rental unit in Setagaya City,Setagaya Ku,35.66751,139.64769,434871110,雅,Entire home/apt,8796,1,31,1.99,89,4.58,1.0,1.0,1.0
54007716,Rental unit in Koto City,Koto Ku,35.69537,139.8272,213268738,亀戸,Entire home/apt,9526,1,32,3.01,156,4.94,1.0,2.0,1.0
54007842,Rental unit in Koto City,Koto Ku,35.69581,139.82666,213268738,亀戸,Entire home/apt,10783,1,34,2.09,112,4.94,1.0,2.0,1.0
54174606,Home in Shibuya City,Shibuya Ku,35.64471,139.71311,439225326,HYAsset,Entire home/apt,63429,2,12,0.67,211,4.75,2.0,3.0,1.0
